id,ownerId,title,slug,sub-category,hero_image,description,shortDesc,duration,price,level,utensils,ingredients,steps
24,21,Turkey Ramen,turkey-ramen,30-min-lunch|japanese,turkey_ramen-bbf49c546a8fe9a91adab9eca0047d90.jpeg,"We've made it easy to master ramen at home. This savory, warming soup packs an umami punch thanks to our pork ramen broth base, tamari, and meaty mushrooms. We add browned ground turkey, tender noodles, fresh aromatics, and a seasonal veggie twist—crispy Brussels sprouts! Oh, and don't forget jammy egg on top!","We've made it easy to master ramen at home. This savory, warming soup packs an umami punch thanks to our pork ramen broth base, tamari, and meaty mushrooms. We add browned ground turkey, tender noodles, fresh aromatics, and a seasonal veggie twist—crispy Brussels sprouts! Oh, and don't forget jammy egg on top!",30,15,Easy,,"2 oz tamari soy sauce,
1½ oz ramen base,
10 oz pkg ground turkey,
4 oz baby bella mushrooms,
1 oz fresh ginger,
garlic,
4 oz Brussels sprouts,
6 oz chuka soba noodles
","1\. Bring a medium saucepan of salted water to a boil. Place 2 large eggs into saucepan and cook for 6 minutes. Use a slotted spoon to remove eggs; place in a bowl of ice water. Add noodles to boiling water; cook, stirring to prevent sticking, until al dente, about 5 minutes. Drain noodles, rinse, and toss with 1 teaspoon oil; return to saucepan and set aside until step 6.
2\. Meanwhile, trim ends from Brussels sprouts, removing any outer leaves if necessary, then thinly slice. Finely chop 1½ teaspoons each of garlic and peeled ginger. Thinly slice mushrooms.
3\. Heat 1 tablespoon oil in a medium pot over medium-high. Add Brussels sprouts and a pinch each of salt and pepper. Cook, stirring, until charred in spots, 2–3 minutes. Transfer Brussels sprouts to a bowl. Heat 1 tablespoon oil in same pot; add mushrooms and a pinch each of salt and pepper; cook, stirring, until browned, 3–5 minutes. Transfer to bowl with Brussels sprouts.
4\. Heat 1 tablespoon oil in same pot over medium-high. Add turkey and cook, breaking meat up into smaller pieces, until cooked through and browned in spots, 3–5 minutes. Add chopped garlic and ginger; cook, stirring constantly, until fragrant, about 30 seconds.
5\. To pot with turkey, add ramen base, tamari, 3½ cups water, and ½ teaspoon sugar; bring to a boil. Cover and simmer until flavorful, about 5 minutes. Meanwhile, peel eggs, then halve lengthwise.
6\. Spoon noodles into bowls and top with some of the turkey ramen, Brussels sprouts, mushrooms, and sliced eggs. Enjoy!"
25,22,Shrimp Teriyaki Salad,shrimp-teriyaki-salad,30-min-lunch|japanese,ShrimpTeriyakiSalad.jpg,"One of the most beautiful things about food is the blending of cultures. This meal is just that, the melding of two. Asian-style flavors abound, with sweet teriyaki shrimp and fresh vegetables such as edamame, carrots, and cucumber, and topped with salty good peanuts. But those Asian flavors mix in a Mexican invention: a crispy tortilla bowl. Opposite sides of the globe come together for a mighty good meal.","One of the most beautiful things about food is the blending of cultures. This meal is just that, the melding of two. Asian-style flavors abound, with sweet teriyaki shrimp and fresh vegetables such as edamame, carrots, and cucumber, and topped with salty good peanuts. But those Asian flavors mix in a Mexican invention: a crispy tortilla bowl. Opposite sides of the globe come together for a mighty good meal.",30,15,Easy,,"2 Salad Shell Tortillas,
3 oz. Edamame,
1 oz. Teriyaki Glaze,
1 Romaine Heart,
1 Persian Cucumber,
3 oz. Matchstick Carrots,
3 oz. Pan Asian Dressing,
½ oz. Roasted Peanuts,
8 oz. Shrimp","1\. Wrap tortillas in a damp paper towel and microwave, 20 seconds. Make two loosely-packed, softball-sized foil balls, each about 5-6"" in diameter. Place foil balls on a baking sheet and lay a tortilla over each. Bake in hot oven until golden brown and crispy, 8-10 minutes. Remove from oven and let cool, 8-10 minutes. While taco bowls bake, prepare ingredients.
2\. Trim cucumber and cut into 1/4"" dice. Hold romaine heart at root end and chop coarsely. Coarsely chop peanuts. Pat shrimp dry. 
3\. Heat 1 tsp. olive oil in a large non-stick pan over medium-high heat. Add shrimp to hot pan and cook until opaque and shrimp reach a minimum internal temperature of 145 degrees, 2-3 minutes per side.
4\. Add edamame and 2 Tbsp. water to hot pan. Stir occasionally until edamame is heated through, 2-3 minutes. Top with teriyaki glaze and peanuts. Remove from burner.
5\. In a mixing bowl, toss or gently combine carrots, cucumber, and dressing.
Plate dish as pictured on front of card, filling tortilla bowl with romaine, carrot-cucumber-dressing mixture, then shrimp mixture. Bon appétit!"
26,23,Beefy Empanada Rice Bowl,beefy-empanada-rice-bowl,30-min-lunch|mexican,BeefEmpanadaRiceBowl.jpg,"You are a rice bowl connoisseur. You know your jasmine from your basmati, your various toppings, and you think you've seen them all. Well, no, you haven't. We don't mean to burst your rice bowl bubble by saying so, but this empanada rice bowl is brand spanking new. Let this filter through your expert mind: Beef, browned in seasonings and tomato sauce, crunchy tortilla strips, and a fiery good jalapeño chimichurri topping the fluffiest jasmine this side of the Pacific. Connoisseur, shmonnisseur.","You are a rice bowl connoisseur. You know your jasmine from your basmati, your various toppings, and you think you've seen them all. Well, no, you haven't. We don't mean to burst your rice bowl bubble by saying so, but this empanada rice bowl is brand spanking new. Let this filter through your expert mind: Beef, browned in seasonings and tomato sauce, crunchy tortilla strips, and a fiery good jalapeño chimichurri topping the fluffiest jasmine this side of the Pacific. Connoisseur, shmonnisseur.",30,15,Intermediate,,"¾ cup Jasmine Rice,
½ oz. Cilantro,
1 Jalapeño Pepper,
1 Lime,
2 Garlic Cloves,
½ oz. Tortilla Strips,
10 oz. Ground Beef,
1 Tbsp. Chile and Cumin Rub,
8 fl. oz. Tomato Sauce,
2 oz. Shredded Oaxacan Cheese","1\. Bring a small pot with rice and 11/4 cups water to a boil. Reduce to a simmer, cover, and cook until tender, 15-18 minutes. Stir 1 Tbsp. chimichurri (made while rice cooks; reserve remaining for garnish) into cooked rice. Cover again and set aside. While rice cooks, prepare ingredients.
2\. Halve lime and juice. Mince cilantro (no need to stem). Mince garlic. Stem jalapeño, halve, remove seeds and ribs, and mince. Retain seeds for more spice. Wash hands and cutting board after working with jalapeño. In a mixing bowl, combine cilantro, jalapeño (use less if spice-averse), 2 tsp. lime juice, garlic, 1 Tbsp. olive oil, 1 Tbsp. water, 1/4 tsp. salt, and a pinch of pepper. Set aside.
3\. Place a medium non-stick pan over medium-high heat. Add ground beef to hot, dry pan. Stir occasionally, breaking up meat, until no pink remains and beef reaches a minimum internal temperature of 160 degrees, 4-6 minutes. 
4\. Add 1 cup tomato sauce and seasoning rub to hot pan and stir to combine. Bring to a simmer. Once simmering, stir occasionally until thickened, 3-5 minutes. Remove from burner.
5\. Plate dish as pictured on front of card, topping rice with beef mixture, and garnishing with cheese, remaining chimichurri, and tortilla strips. Bon appétit!
"
27,11,Thai Chicken Soup,thai-chicken-soup,30-min-lunch|thai,1371594967392_thai_chicken_soup.jpeg,"This creamy, spicy chicken soup is reminiscent of tom ka gai but a bit heartier due to the addition of rice noodles. In lieu of lemongrass, makrut lime leaves, galangal and chiles, green curry paste is used to flavor the coconut milk–infused broth.","This creamy, spicy chicken soup is reminiscent of tom ka gai but a bit heartier due to the addition of rice noodles. In lieu of lemongrass, makrut lime leaves, galangal and chiles, green curry paste is used to flavor the coconut milk–infused broth.",30,15,Easy,,"1 tablespoon vegetable oil,
1 onion thinly sliced,
2 cloves garlic minced,
2 tablespoons green curry paste,
6 cups low-sodium chicken broth,
1 15-ounce can coconut milk,
1 tablespoon fish sauce, plus more to taste,
2 red bell peppers, thinly sliced,
4 ounces thin rice noodles, broken into pieces,
2 small skinless, boneless chicken breasts (about 1 pound), very thinly sliced crosswise,
1 tablespoon fresh lime juice, plus more to taste,
1 cup roughly chopped fresh cilantro","1\. Heat the vegetable oil in a large pot over medium-high heat. Add the onion and cook, stirring occasionally, until softened and lightly browned, about 8 minutes. Add the garlic and curry paste and cook, stirring, 1 to 2 minutes. Add the chicken broth, coconut milk and fish sauce; cover and bring to a boil. 
2\. Add the bell peppers and noodles and simmer, uncovered, until the noodles are al dente, about 3 minutes. Add the chicken and simmer until just cooked through, about 3 more minutes. Stir in the lime juice and cilantro. Add more fish sauce and lime juice, if desired.  "
28,12,Thai Steak Soup,thai-steak-soup,30-min-lunch|thai,1444427817259_thai_steak_soup.jpeg,NA,NA,30,15,Easy,,"1/4 cup vegetable oil,
12 ounces skirt steak,
Kosher salt and freshly ground pepper,
4 ounces stir-fry rice noodles,
1 21/2 -inch piece fresh ginger, peeled and thinly sliced,
1 red jalapeno pepper (1/2 chopped, 1/2 thinly sliced into rounds),
1 bunch scallions thinly sliced (white and green parts separated) ,
1 bunch scallions thinly sliced (white and green parts separated),
4 cups low-sodium chicken broth,
2 cups snow peas, trimmed and halved,
4 carrots thinly sliced,
1/2 cup roughly chopped fresh cilantro
1/2 cup packaged fried shallots or onions
","1\. Heat 1 tablespoon vegetable oil in a medium nonstick skillet over medium-high heat. Season the steak all over with salt and pepper; cook about 3 minutes per side for medium rare. Transfer to a cutting board and let rest. Reserve the skillet.
2\. Put the noodles in a bowl; cover with warm water and soak 5 minutes.
3\. Meanwhile, heat 1 tablespoon vegetable oil in a large Dutch oven or pot over medium-high heat. Add the ginger, chopped jalapeno, scallion whites, 1 teaspoon salt and a few grinds of pepper. Cook, stirring, until softened, about 2 minutes. Add the chicken broth and 3 cups water; bring to a boil. Reduce the heat to medium low; simmer 10 minutes.
4\. Meanwhile, wipe out the reserved skillet; heat the remaining 2 tablespoons vegetable oil over medium-high heat. Drain the noodles, pat dry and toss with 1/4 teaspoon salt. Add to the skillet to form a pancake; cook, undisturbed, until slightly golden, 5 minutes. Flip; cook until crisp, 3 more minutes. Transfer to a cutting board; cut into 4 wedges. Slice the steak against the grain.
5\. Add the snow peas, carrots and half of the cilantro to the soup; simmer until tender, 3 minutes. Divide the soup, steak and fried noodles among bowls. Top with the scallion greens, sliced jalapeno, fried shallots and the remaining cilantro."
29,14,Tangerine Crunch Chopped Salad & Chicken,tangerine-crunch-chopped-salad-&-chicken,15-min-dinner|american,TangerineCrunchSaladwithChicken.jpg,"These yummy extras are the perfect way to keep your fridge stocked morning, noon, and night. Start your day with our protein-packed burritos, add on a loaf of scrumptious bread, or try one of our many other options. And how could we forget dessert? Indulge with our delectable, perfectly portioned treats! There's always something new, so let your cravings lead the way.","These yummy extras are the perfect way to keep your fridge stocked morning, noon, and night. Start your day with our protein-packed burritos, add on a loaf of scrumptious bread, or try one of our many other options. And how could we forget dessert? Indulge with our delectable, perfectly portioned treats! There's always something new, so let your cravings lead the way.",15,15,Easy,,"12 oz. Boneless Skinless Chicken Breasts
1 Tangerine Crunch Chopped Salad Kit","1\. Pat chicken dry. We recommend seasoning both sides with 1/4 tsp. salt and a pinch of pepper. Use a large non-stick pan with 2 tsp. olive oil over medium heat and cook to a minimum internal temperature of 165 degrees, 5-7 minutes per side. For grilling, follow same instructions, heating grill to medium heat and spraying with cooking spray.
2\. Remove all salad ingredients from packaging and gently toss with dressing to combine. Once cool enough to handle, slice chicken into 1/2"" slices, ifd esired, and top salad with chicken. Bon appétit!"
30,14,BBQ Pulled Pork Sliders with Creamy Corn Slaw,bBQ-pulled-pork-sliders,15-min-dinner|american,BbqPulledPorkSlidersWithCreamyCornSlaw.jpg,Fast & Fresh meals combine Home Chef's freshest ingredients with speedy preparation. Assemble the meal and heat in the microwave for a delicious meal in minutes! Fast & Fresh saves time and minimizes cleanup without sacrificing flavor. Heat in the microwave or oven! Enjoy!,Fast & Fresh meals combine Home Chef's freshest ingredients with speedy preparation. Assemble the meal and heat in the microwave for a delicious meal in minutes! Fast & Fresh saves time and minimizes cleanup without sacrificing flavor. Heat in the microwave or oven! Enjoy!,15,15,Easy,,"½ oz. Grated Parmesan,
1½ oz. Dill Pickle Slices,
5 oz. Corn Kernels,
4 Brioche Slider Buns,
3 oz. BBQ Sauce,
4 oz. Slaw Mix,
8 oz. Fully Cooked Pulled Pork,
2 fl. oz. Creamy Cilantro Sauce","1\. Microwave Instructions: Thoroughly rinse any fresh produce and pat dry. Place pulled pork in provided tray and cover evenly with BBQ sauce. Cover with a damp paper towel and microwave until heated through, 3-4 minutes. Carefully remove tray from microwave. Place buns on a microwave-safe plate and microwave, 30 seconds. If corn is frozen, microwave until thawed, 30-60 seconds. Combine corn, slaw mix, cheese, and cilantro cream sauce in a mixing bowl. To serve, place BBQ pork mixture on bottom bun and top with pickle and top bun. Bon appétit!
2\. Oven Instructions: Turn oven on to 375 degrees. Let preheat, at least 10 minutes. Thoroughly rinse any fresh produce and pat dry. Place pulled pork in provided tray and cover evenly with BBQ sauce. Cover tray with foil and place on baking sheet. Bake covered in hot oven until heated through, 10-12 minutes. Carefully remove tray from oven. Place buns on a microwave-safe plate and microwave, 30 seconds. If corn is frozen, microwave until thawed, 30-60 seconds. Combine corn, slaw mix, cheese, and cilantro cream sauce in a mixing bowl. To serve, place BBQ pork mixture on bottom bun and top with pickle and top bun. Bon appétit!"
31,15,One-Pan Spicy Take-Out Orange Beef Noodles,orange-beef-noodles,15-min-dinner|chinese,One-PanSpicyTake-OutOrangeBeefNoodles.jpg,"Who's excited for piles of dishes that stretch from floor to ceiling? Anybody...anybody....Bueller...? Hey, no problem! These one pot (or pan), four-serving meals are made with you in mind. We designed them for family taste buds (even picky eaters), so it's all the fresh ingredients and delicious flavors you expect from Home Chef, but simplified to require just one pot or pan. No more hours amongst the suds; one pot, one pan, one happy family!","Who's excited for piles of dishes that stretch from floor to ceiling? Anybody...anybody....Bueller...? Hey, no problem! These one pot (or pan), four-serving meals are made with you in mind. We designed them for family taste buds (even picky eaters), so it's all the fresh ingredients and delicious flavors you expect from Home Chef, but simplified to require just one pot or pan. No more hours amongst the suds; one pot, one pan, one happy family!",15,15,Easy,,"3 fl. oz. Soy Sauce,2 fl. oz. Spicy Orange Sauce
16 oz. Ground Beef,
1 oz. Wonton Strips,
¼ tsp. Red Pepper Flakes,
½ oz. Mirin,
2 Green Onions,
2 Tbsp. Cornstarch,
3 oz. Shredded Red Cabbage,
16 oz. Cooked Asian Noodles","1\. Place a large non-stick pan over medium-high heat. Add ground beef and half the soy sauce (reserve remaining for sauce) to hot pan. Break up meat until no pink remains and beef reaches a minimum internal temperature of 160 degrees, 4-6 minutes. Transfer ground beef to a plate. Wipe pan clean and reserve. While beef cooks, thinly slice green onions on an angle. Combine cornstarch and 1/2 cup water in a mixing bowl.
2\. Return pan used to cook beef to medium-high heat and add 1 tsp. olive oil. Add cabbage to hot pan and cook until tender, 2-3 minutes.Transfer to plate with beef. Wipe pan clean and reserve.
3\. Return pan used to cook beef and cabbage to medium-high heat. Add orange sauce, remaining soy sauce, mirin, and 1/2 cup water to hot pan. Bring to a simmer. Once simmering, add cornstarch slurry (stir to re-combine first). Stir occasionally until sauce has thickened and coats the back of a spoon, 1-2 minutes.
4\. Add noodles, beef, cabbage, and red pepper flakes (to taste) to pan and gently stir until coated and heated through, 2-3 minutes. Remove from burner. 
5\. Plate dish as pictured on front of card, topping noodles with crispy wontons and green onions. Bon appétit!"
32,16,Traditional Mandarin Fried Rice,traditional-mandarin-fried-rice,15-min-dinner|chinese,1384904189026_traditional_mandarin_fried_rice.jpeg,It is recommended to use day-old rice so that the drier rice can soak up the flavors.,It is recommended to use day-old rice so that the drier rice can soak up the flavors.,15,15,Easy,,"Canola oil,
3 eggs,
2 tablespoons minced garlic,
2 tablespoons minced ginger,
1 bunch chopped scallions green and white separated,
1 lapchang, diced (Chinese sausage), can substitute with 4 strips of cooked bacon,
8 cups cooked, day-old long grain rice,
3 tablespoons thin soy sauce,
1/2 teaspoon white pepper,
Salt to taste","1\. In a wok, add 2 tablespoons of oil and quickly soft-scramble the eggs. Remove the eggs. In the same wok, coat with oil and stir-fry garlic and ginger. Add white scallions and lapchang. Add rice and mix thoroughly. Add soy sauce, white pepper and scrambled eggs. Check for seasoning. Serve immediately. "
33,18,Barbecued Chinese Chicken Lettuce Wraps,barbecued-chinese-chicken-lettuce-wraps,15-min-dinner|chinese,1384540638607_barbecued_chinese_chicken_lettuce_wraps.jpeg,NA,NA,15,15,Easy,,"2 cups 4 handfuls fresh shiitake mushrooms,
1 1/3 to 1 1/2 pounds thin cut chicken breast or chicken tenders,
2 tablespoons light colored oil such as vegetable oil or peanut oil,
Coarse salt and coarse black pepper,
3 cloves garlic,
1 inch ginger root finely chopped or grated,
1 orange zested ,
1/2 red bell pepper diced small ,
1 small tin 6 to 8 ounces sliced water chestnuts drained and chopped,
3 scallions, chopped
1/2 large head iceberg lettuce core removed head quartered,
Wedges of navel orange -- platter garnish
","1\. Remove tough stems from mushrooms and brush with damp towel to clean, Slice mushrooms. Chop chicken into small pieces.
2\. Preheat a large skillet or wok to high.
3\. Add oil to hot pan. Add chicken to the pan and sear meat by stir frying a minute or 2. Add mushrooms and cook another minute or two. Add salt and pepper to season, then garlic and ginger. Cook a minute more. Grate zest into pan, add bell pepper bits, chopped water chestnuts and scallions. Cook another minute, continuing to stir fry mixture. Add hoisin Chinese barbecue sauce and toss to coat the mixture evenly. Transfer the hot chopped barbecued chicken to serving platter and pile the quartered wedges of crisp iceberg lettuce along side. Add wedged oranges to platter to garnish. To eat, pile spoonfuls into lettuce leaves, wrapping lettuce around fillings and squeeze an orange wedge over.
"
34,19,Pork Chop with Feta Butter and Roasted Red Pepper Pesto Green Beans,pork-chop-with-feta-butter,15-min-dinner|greek,PorkChopandFetaButterwithRoastedRedPepperPestoGreenBeans.jpg,Betta bet this butter is betta with feta! Have we confused you? Took it all too far? You'll forgive once you taste how the feta butter brings this pork chop to the next level. This chop… with chimichurri seasoning on it… chop chimichurri… we'll stop now.,Betta bet this butter is betta with feta! Have we confused you? Took it all too far? You'll forgive once you taste how the feta butter brings this pork chop to the next level. This chop… with chimichurri seasoning on it… chop chimichurri… we'll stop now.,15,15,Easy,,"⅗ oz. Butter,
1 tsp. Chimichurri Seasoning,
2 Tbsp. Roasted Red Pepper Pesto,
12 oz. Boneless Pork Chops,
1 oz. Feta Cheese Crumbles,
12 oz. Trimmed Green Beans","1\. Pat pork chops dry, and season both sides with a pinch of salt and seasoning blend. Place a medium non-stick pan over medium heat and add 2 tsp. olive oil. Add pork chops to hot pan and cook until golden brown and chops reach a minimum internal temperature of 145 degrees, 5-7 minutes per side. While pork chops cook, cook green beans.
2\. Place a large non-stick pan over medium heat and add 2 tsp. olive oil. Add green beans, 2 Tbsp. water, 1/4 tsp. salt, and a pinch of pepper to hot pan and stir occasionally until tender, 8-10 minutes. If green beans need more time, add 2 Tbsp. water and stir occasionally, 1-3 minutes. Remove from burner and stir in red pepper pesto.
3\. In a mixing bowl, combine butter, feta, and a pinch of pepper. Divide mixture into two equally-sized mounds.
4\. Plate dish as pictured on front of card, placing feta butter on pork chops. Bon appétit!"
35,24,Chicken Gyros with Grape Tomatoes,chicken-gyros,15-min-dinner|greek,ChickenGyros.jpg,"The flavors of gyro can be transferred to chicken with such ease, and the naan flatbread that wraps around them warm and soft is the perfect carrier. And this Greek stunner comes together in less than 15? Opa!","The flavors of gyro can be transferred to chicken with such ease, and the naan flatbread that wraps around them warm and soft is the perfect carrier. And this Greek stunner comes together in less than 15? Opa!",15,15,Easy,,"12 oz. Diced Boneless Skinless Chicken Breasts,
4 Mini Naan Flatbreads,
4 oz. Grape Tomatoes,
½ oz. Spring Mix,
1 tsp. Chimichurri Seasoning,
0.14 oz. Lemon Juice,
1 Shallot,
2 oz. Tzatziki Dip","1\. Pat diced chicken dry, and season all over with a pinch of salt. Place a medium non-stick pan over medium-high heat and add 2 tsp. olive oil. Add diced chicken and seasoning blend to hot pan. Stir occasionally until chicken browns and reaches a minimum internal temperature of 165 degrees, 5-7 minutes. While chicken cooks, prepare ingredients.
2\. Halve tomatoes. Peel and halve shallot. Slice thinly.
3\. Add shallot and tomatoes to hot pan and cook undisturbed, 2 minutes.
Stir in 2 Tbsp. water and lemon juice. Then stir occasionally until tomatoes soften and release juices, 3-5 minutes. Remove from burner. While filling cooks, warm flatbreads.
4\. Place another medium non-stick pan over medium-high heat. Add flatbreads to hot, dry pan, two at a time. Gently press down on flatbreads until golden brown and warmed through, 30-60 seconds per side. Remove from burner. Plate dish as pictured on front of card, filling flatbreads with filling and topping with spring mix and tzatziki dip. Bon appétit!"
36,20,Salmon and BLT Salad with Tuscan Herb Butter,salmon-and-bLT-salad,15-min-dinner|italian,SalmonAndBltSaladWithTuscanHerbButter.jpg,"Bacon, lettuce, and tomato salad is so classically delicious, we think we could probably just offer it on its own. (And you could certainly get the meal done in under 15 minutes!) But a tender, flaky, amazing piece of salmon as well? We've taken great and turned it into amazing.","Bacon, lettuce, and tomato salad is so classically delicious, we think we could probably just offer it on its own. (And you could certainly get the meal done in under 15 minutes!) But a tender, flaky, amazing piece of salmon as well? We've taken great and turned it into amazing.",15,15,Easy,,"12 oz. Salmon Fillets,
½ oz. Crumbled Bacon,
½ oz. Shredded Parmesan Cheese,
1½ fl. oz. Italian Romano Dressing,
1 Persian Cucumber,
2 Roma Tomatoes,
5 oz. Spring Mix,
½ tsp. Seasoned Salt Blend,
⅘ oz. Tuscan Herb Butter","1\. Pat salmon fillets dry, and season flesh side with seasoned salt. Place a medium non-stick pan over medium-high heat. Add 1/2 tsp. olive oil and salmon, skin side up, to hot pan. Cook until golden brown and salmon reaches a minimum internal temperature of 145 degrees, 4-6 minutes per side. Remove from burner. Not a fan of fish skin? Don't worry. Once the salmon is cooked, the skin will easily peel off and you can serve it without the skin. While salmon cooks, crisp bacon.
2\. Line a microwave-safe plate with a paper towel. Spread bacon on towel-lined plate and microwave until crisp, 30-60 seconds. Set aside to cool.
3\. Core tomatoes and cut into 1/2"" dice. Trim cucumber and thinly slice into rounds.
4\. Mix bacon, dressing, spring mix, tomatoes, cucumbers, and half the cheese (reserve remaining for garnish) in a mixing bowl until completely combined. Plate dish as pictured on front of card, topping salad with remaining cheese and topping salmon with softened butter. Bon appétit!"
37,21,Fettuccine Arrabiata with Italian Sausage,fettuccine-arrabiata,15-min-dinner|italian,SpicyFettuccineArrabiataWithItalianSausage.jpg,"Sometimes we're gentle with our bowlfuls of pasta, but this time we're laying on the heat. Spicy sausage and a smattering of red pepper flakes inch this meal up the non-pepper Scoville scale (which doesn't exist). Those elements go amazingly well with fork-twirling pasta, hearty tomatoes, and sweet peas. The heat is on!","Sometimes we're gentle with our bowlfuls of pasta, but this time we're laying on the heat. Spicy sausage and a smattering of red pepper flakes inch this meal up the non-pepper Scoville scale (which doesn't exist). Those elements go amazingly well with fork-twirling pasta, hearty tomatoes, and sweet peas. The heat is on!",15,15,Easy,,"3 oz. Peas,
8 oz. Cooked Fettuccine,
4 fl. oz. Cream Sauce Base,
1 tsp. Italian Seasoning Blend,
¼ tsp. Red Pepper Flakes,
½ fl. oz. Garlic Oil,
8 oz. Italian Pork Sausage Links,
1 oz. Shredded Parmesan Cheese,
5 oz. Crushed Tomatoes","1\. Remove Italian sausage from casing, if necessary. Heat a large non-stick pan over medium-high heat. Add 1 tsp. olive oil and Italian sausage to hot pan. Break into smaller pieces until no pink remains and sausage reaches a minimum internal temperature of 160 degrees, 4-6 minutes.
2\. Stir seasoning blend and a pinch of red pepper flakes (to taste; reserve remaining for garnish) into hot pan until combined. Add 5 oz. tomatoes, garlic oil, cream base, and 1/4 cup water. Stir constantly until thoroughly combined, 2-3 minutes.
3\. Add pasta and peas to hot pan. Bring to a simmer. Once simmering, stir occasionally until pasta is heated through, 3-5 minutes. Remove from burner. If too thick, add additional water, 1 Tbsp. at a time, until desired consistency is reached.
4\. Plate dish as pictured on front of card, topping pasta with cheese and remaining red pepper flakes (to taste). Bon appétit!"
38,22,Pesto Butter Chicken with Asiago Broccoli,pesto-butter-chicken,15-min-dinner|italian,ChickenwithPestoButter.jpg,"Herbaceous pesto and rich butter are some of the most delightful flavors there are. Put together and over a succulent chicken breast? We're past ""delight"" and into ""divine.""","Herbaceous pesto and rich butter are some of the most delightful flavors there are. Put together and over a succulent chicken breast? We're past ""delight"" and into ""divine.""",15,15,Easy,,"12 oz. Boneless Skinless Chicken Breasts,
1 oz. Shredded Asiago Cheese,
½ tsp. Seasoned Salt Blend,
12 oz. Broccoli Florets,
1 oz. Butter,
1 Tbsp. Basil Pesto","1\. Pat chicken breasts dry, and season both sides with a pinch of salt and pepper. Place a medium non-stick pan over medium heat and add 2 tsp. olive oil. Add chicken to hot pan and cook until browned and chicken reaches a minimum internal temperature of 165 degrees, 5-7 minutes per side. Remove from burner. Transfer chicken to a plate. While chicken cooks, cook broccoli.
2\. Cut broccoli into bite-size pieces, if necessary. Place a large non-stick pan over medium heat and add 2 tsp. olive oil. Add broccoli, seasoned salt, and 1 Tbsp. water to hot pan. Stir to combine. Cover, and cook until water is almost completely evaporated, 5-6 minutes. Uncover, and stir occasionally until tender, 2-3 minutes. 
Remove from burner. Stir in cheese and a pinch of pepper. While broccoli cooks, prepare butter.
3\. In a mixing bowl, combine softened butter and pesto. Divide into two equally-sized dollops.
4\. Plate dish as pictured on front of card, topping chicken with a dollop of pesto butter. Bon appétit!"
39,23,New Mexican-Style Cheese Enchiladas with Beef and Poblano Sauce,cheese-enchiladas,15-min-dinner|mexican,NewMexican-StyleCheeseEnchiladasWithBeefAndPoblanoSauce.jpg,Fast & Fresh meals combine Home Chef's freshest ingredients with speedy preparation. Assemble the meal and heat in the microwave for a delicious meal in minutes! Fast & Fresh saves time and minimizes cleanup without sacrificing flavor. Heat in the microwave or oven! Enjoy!,Fast & Fresh meals combine Home Chef's freshest ingredients with speedy preparation. Assemble the meal and heat in the microwave for a delicious meal in minutes! Fast & Fresh saves time and minimizes cleanup without sacrificing flavor. Heat in the microwave or oven! Enjoy!,15,15,Easy,,"5 oz. Bolognese Meat Sauce,
3 oz. Shredded Oaxacan Cheese,
3 oz. Fire Roasted Corn Kernels,
6 Small Flour Tortillas,
1 oz. Sour Cream,
3 oz. Diced Poblano,
1 Tbsp. Taco Seasoning,
5 oz. Black Beans","1\. Microwave Instructions: Thoroughly rinse any fresh produce and pat dry. Combine bolognese sauce, poblanos, and half the seasoning blend (reserve remaining for enchiladas) in provided tray. Stir in 1/3 cup water. Cover with a damp paper towel and microwave until poblanos start to soften, 3-4 minutes. While sauce heats, drain black beans. Place tortillas on a clean work surface and top with an even layer of black beans, corn, remaining seasoning blend, a pinch of salt, and cheese. Roll tortillas tightly, and place in provided tray, on sauce, seam-side down. Use short side of tray to fit more enchiladas; they should fit snugly. Cover again with a damp paper towel. Microwave on high until warmed through, 3-4 minutes. Remove tray from microwave. To serve, place enchiladas on sauce and top with sour cream. Bon appétit!
2\. Oven Instructions: Turn oven on to 375 degrees. Let preheat, at least 10 minutes. Thoroughly rinse any fresh produce and pat dry. Combine bolognese sauce, poblanos, and half the seasoning blend (reserve remaining for enchiladas) in provided tray. Stir in 1/4 cup water. Place tray on baking sheet and bake uncovered in hot oven until poblanos start to soften, 10-15 minutes. While sauce bakes, drain black beans. Place tortillas on a clean work surface and top with an even layer of black beans, corn, remaining seasoning blend, a pinch of salt, and cheese. Roll tortillas tightly, and place in provided tray on sauce, seam-side down. Use short side of tray to fit more enchiladas; they should fit snugly. Place tray on baking sheet and cover with foil. Bake again covered in hot oven until warmed through, 8-10 minutes. Carefully remove from oven. To serve, place enchiladas on sauce and top with sour cream. Bon appétit!"
